location,lon,lat
"Новоблагодарное, Ставропольский край",42.8757,44.1401
"Новоомский, Омская область",73.2999,54.8406
"Акъяр, Башкортостан",58.2097,51.8592
"Княгинино, Нижегородская область",45.0303,55.8221
"Кировская, Ростовская область",40.0437,46.9805
"Советск, Тульская область",37.6369,53.9369
"Тевриз, Омская область",72.4008,57.5127
"Ладовская Балка, Ставропольский край",41.4074,45.6293
"Орда, Пермский край",56.92,57.1928
"Алзамай, Иркутская область",98.6569,55.5579
"Дуван, Башкортостан",57.8949,55.6944
"Акбулак, Оренбургская область",55.6306,51.0018
"Оверята, Пермский край",55.8727,58.082
"Шаля, Свердловская область",58.7326,57.2567
"Шолоховский, Ростовская область",41.0463,48.2754
"Новобирюсинский, Иркутская область",97.7358,56.9568
"Славск, Калининградская область",21.6727,55.0451
"Аромашево, Тюменская область",68.6438,56.8622
"Буревестник, Нижегородская область",43.3669,56.7559
"Подбельск, Самарская область",51.8226,53.6091
"Калниболотская, Краснодарский край",40.446,46.0119
"Пильна, Нижегородская область",45.9189,55.5572
"Каменка, Воронежская область",39.4306,50.7078
"Кавказская, Краснодарский край",40.6704,45.4415
"Шабры, Свердловская область",60.5801,56.6409
"Марьянская, Краснодарский край",38.6291,45.1012
"Елово, Пермский край",54.941,57.0473
"Гривенская, Краснодарский край",38.1652,45.6446
"Дружинино, Свердловская область",59.5189,56.7873
"Милютинская, Ростовская область",41.6788,48.6222
"Хрущево, Тульская область",37.5304,54.2306
"Зудилово, Алтайский край",83.8885,53.4851
"Бохан, Иркутская область",103.7774,53.1535
"Брейтово, Ярославская область",37.8709,58.2933
"Новоуткинск, Свердловская область",59.555,56.996
"Первомайский, Челябинская область",61.1717,54.8714
"Шаран, Башкортостан",53.9992,54.8153
"Сакмара, Оренбургская область",55.3418,51.9839
"Хреновое, Воронежская область",40.2897,51.1132
"Татарка, Ставропольский край",41.9394,44.9599
"Нововеличковская, Краснодарский край",38.8489,45.2763
"Мундыбаш, Кемеровская область",87.2799,53.214
"Шкуринская, Краснодарский край",39.3583,46.5912
"Петровское, Ярославская область",39.269,57.0096
"Краснотуранск, Красноярский край",91.5481,54.3204
"Грицовский, Тульская область",38.1576,54.1351
"Краснокумское, Ставропольский край",43.491,44.1789
"Вад, Нижегородская область",44.2021,55.5302
"Чистоозерное, Новосибирская область",76.5808,54.7083
"Байкалово, Свердловская область",63.7622,57.399
"Краснобродский, Кемеровская область",86.4453,54.1578
"Роза, Челябинская область",61.4598,54.9095
"Усолье, Пермский край",56.6804,59.4255
"Гигант, Ростовская область",41.3457,46.5055
"Еманжелинка, Челябинская область",61.2908,54.8061
"Благодатное, Ставропольский край",42.5902,45.3935
"Стройкерамика, Самарская область",50.4026,53.2719
"Венцы, Краснодарский край",40.8299,45.3728
"Дубовый Умет, Самарская область",50.2924,52.9782
"Бердяуш, Челябинская область",59.1516,55.1543
"Южный, Калининградская область",20.6014,54.5509
"Большая Орловка, Ростовская область",41.2684,47.3303
"Бродокалмак, Челябинская область",62.0725,55.5747
"Грачёвка, Оренбургская область",52.8731,52.9251
"Бесскорбная, Краснодарский край",41.3034,44.6442
"Комсомольский, Самарская область",50.8446,53.2378
"Соломенское, Ставропольский край",44.3478,44.2155
"Юмагузино, Башкортостан",56.3849,52.903
"Красный Яр, Волгоградская область",44.7335,50.6994
"Алкино-2, Башкортостан",55.594,54.6663
"Северное, Новосибирская область",78.3453,56.3446
"Саратовская, Краснодарский край",39.2189,44.6992
"Тюкалинск, Омская область",72.2074,55.8713
"Покровское, Ростовская область",38.9056,47.4046
"Кытманово, Алтайский край",85.4325,53.4568
"Семибратово, Ярославская область",39.5361,57.3013
"Юкаменское, Удмуртия",52.2419,57.8909
"Пышма, Свердловская область",63.2586,56.9624
"Обь, Новосибирская область",82.6824,55.0006
"Баранчинский, Свердловская область",59.7156,58.1751
"Балахта, Красноярский край",91.6384,55.3864
"Латная, Воронежская область",38.8916,51.6521
"Краснохолмский, Башкортостан",55.0535,55.983
"Сростки, Алтайский край",85.6978,52.422
"Московское, Ставропольский край",41.9167,45.2808
"Антипино, Тюменская область",65.7337,57.1075
"Советское, Алтайский край",85.4052,52.2774
"Обливская, Ростовская область",42.495,48.5363
"Абрау-Дюрсо, Краснодарский край",37.5999,44.7014
"Салым, Ханты-Мансийский АО",71.4536,60.0613
"Московский, Тюменская область",65.4271,57.1086
"Большое Село, Ярославская область",38.9417,57.7168
"Красное, Краснодарский край",39.5629,46.7381
"Большое Болдино, Нижегородская область",45.3118,55.0045
"Ачит, Свердловская область",57.8931,56.7939
"Фершампенуаз, Челябинская область",59.8159,53.52
"Рассвет, Тульская область",37.4484,54.1664
"Даниловка, Волгоградская область",44.1144,50.3632
"Зеленогорский, Кемеровская область",86.9564,55.0017
"Тасеево, Красноярский край",94.9017,57.192
"Петропавловская, Краснодарский край",40.4611,45.0838
"Кирпильская, Краснодарский край",39.6913,45.3743
"Большая Джалга, Ставропольский край",42.6973,45.9701
"Красногвардеец, Оренбургская область",52.3661,52.6771
"Новые Зори, Алтайский край",84.9378,53.7625
"Родино, Алтайский край",80.2178,52.5018
"Викулово, Тюменская область",70.6101,56.8178
"Субханкулово, Башкортостан",53.8113,54.5582
"Кольцово, Новосибирская область",83.1786,54.9368
"Мишкино, Башкортостан",55.9576,55.5345
"Правокумское, Ставропольский край",44.6466,44.767
"Большое Сорокино, Тюменская область",69.8072,56.6297
"Новониколаевская, Краснодарский край",38.3683,45.5894
"Старая Станица, Краснодарский край",41.1496,45.0125
"Новый Буян, Самарская область",50.0434,53.6834
"Атаманская, Краснодарский край",39.6394,46.1778
"Переясловская, Краснодарский край",39.023,45.8404
"Тирлянский, Башкортостан",58.5901,54.2102
"Старолеушковская, Краснодарский край",39.7586,45.9844
"Баево, Алтайский край",80.7652,53.2655
"Маркова, Иркутская область",107.0924,57.3159
"Малиновка, Кемеровская область",87.2865,53.4043
"Старомарьевка, Ставропольский край",42.2278,45.0893
"Шарлык, Оренбургская область",54.7461,52.921
"Буланаш, Свердловская область",61.9923,57.2806
"Кагальник, Ростовская область",39.3245,47.0766
"Дорогино, Новосибирская область",83.321,54.3619
"Казанское, Тюменская область",69.2262,55.6402
"Отрадное, Воронежская область",39.3422,51.6452
"Большая Соснова, Пермский край",54.5957,57.673
"Клявлино, Самарская область",52.026,54.256
"Горьковское, Омская область",74.3647,55.3708
"Нижнебаканская, Краснодарский край",37.865,44.865
"Роговатое, Белгородская область",38.3763,51.2225
"Горноуральский, Свердловская область",59.8921,58.0577
"Кабаково, Башкортостан",56.1495,54.5329
"Озинки, Саратовская область",49.7335,51.1978
"Владимирская, Краснодарский край",40.7937,44.5425
"Венгерово, Новосибирская область",76.7587,55.6839
"Гофицкое, Ставропольский край",43.0511,45.077
"Елховка, Самарская область",50.2836,53.8696
"Балаганск, Иркутская область",103.0579,54.014
"Родниковская, Краснодарский край",40.6625,44.7619
"Новая Ляля, Свердловская область",60.5975,59.0491
"Карагайлинский, Кемеровская область",86.608,54.1489
"Горный, Новосибирская область",83.887,55.1119
"Бавлены, Владимирская область",39.5635,56.3959
"Ивановское, Ставропольский край",41.8793,44.5834
"Брусянский, Тульская область",38.0915,53.9966
"Бурлацкое, Ставропольский край",43.6469,45.0564
"Садовый, Свердловская область",60.675,56.9553
"Цибанобалка, Краснодарский край",37.3348,44.9792
"Верхняя Тишанка, Воронежская область",40.5357,51.3243
"Верхняя Синячиха, Свердловская область",61.6803,57.9859
"Лог, Волгоградская область",43.8549,49.4774
"Антиповка, Волгоградская область",45.3132,49.8274
"Верх-Ирмень, Новосибирская область",82.2444,54.5753
"Уват, Тюменская область",68.8928,59.1414
"Ташла, Оренбургская область",52.7376,51.7696
"Юрла, Пермский край",54.3374,59.3314
"Кукуштан, Пермский край",56.4728,57.6442
"Гамово, Пермский край",56.0908,57.8767
"Алексеевская, Краснодарский край",40.1511,45.775
"Аскино, Башкортостан",56.5855,56.0914
"Новошешминск, Татарстан",51.2274,55.0642
"Чернуха, Нижегородская область",43.7632,55.6028
"Мама, Иркутская область",112.8975,58.3105
"Большая Ирба, Красноярский край",92.9294,54.0764
"Свободный, Свердловская область",60.3987,58.0409
"Новочернореченский, Красноярский край",91.0963,56.2685
"Верхний Тагил, Свердловская область",59.9411,57.3697
"Пижма, Нижегородская область",47.1083,57.8662
"Фоки, Пермский край",54.3526,56.6945
"Каз, Кемеровская область",87.5463,53.1091
"Кушнаренково, Башкортостан",55.3377,55.1066
"Красные Ткачи, Ярославская область",39.7522,57.4922
"Арпачин, Ростовская область",40.1801,47.2301
"Саваслейка, Нижегородская область",42.3107,55.4567
"Завьялово, Алтайский край",80.9159,52.8382
"Энергетик, Оренбургская область",58.8181,51.7472
"Плешаново, Оренбургская область",53.4831,52.8416
"Зыково, Красноярский край",93.1606,55.9531
"Привольное, Ставропольский край",41.3116,45.9223
"Дядьковская, Краснодарский край",39.192,45.5547
"Филимоново, Красноярский край",95.4511,56.2086
"Козловка, Воронежская область",41.3053,51.6598
"Галюгаевская, Ставропольский край",44.9378,43.698
"Исеть, Свердловская область",60.3645,56.9756
"Подстепки, Самарская область",49.1579,53.5151
"Шентала, Самарская область",51.4711,54.4315
"Большой Лог, Ростовская область",39.9143,47.3008
"Аксаково, Башкортостан",54.1526,54.0218
"Ремонтное, Ростовская область",43.6468,46.5726
"Темижбекская, Краснодарский край",40.8465,45.4443
"Верхние Серги, Свердловская область",59.5598,56.6555
"Дивноморское, Краснодарский край",38.13,44.5047
"Верх-Нейвинский, Свердловская область",60.1289,57.2725
"Идринское, Красноярский край",92.1024,54.3667
"Затеречный, Ставропольский край",45.2087,44.7936
"Березовка, Алтайский край",83.412,53.3813
"Великовечное, Краснодарский край",39.7571,44.9294
"Шалинское, Красноярский край",93.7684,55.7279
"Русский Акташ, Татарстан",52.1157,55.0389
"Скородное, Белгородская область",37.2334,51.0696
"Теплое, Тульская область",37.5892,53.6183
"Еланцы, Иркутская область",106.4111,52.8078
"Ясногорский, Кемеровская область",85.8912,55.3478
"Малышева, Свердловская область",61.3976,57.1101
"Ачикулак, Ставропольский край",44.8328,44.548
"Крутиха, Алтайский край",81.1988,53.9686
"Новогорный, Челябинская область",60.7872,55.6329
"Оконешниково, Омская область",75.0873,54.8335
"Романовская, Ростовская область",42.032,47.5377
"Обшаровка, Самарская область",48.8618,53.1184
"Роговская, Краснодарский край",38.7367,45.7304
"Шедок, Краснодарский край",40.8422,44.2168
"Алексеевская, Волгоградская область",42.1893,50.2969
"Новый Егорлык, Ростовская область",41.8718,46.3997
"Зилаир, Башкортостан",57.4475,52.2388
"Стерлибашево, Башкортостан",55.2588,53.4405
"Дебёсы, Удмуртия",53.8104,57.6525
"Большой Улуй, Красноярский край",90.5768,56.6557
"Лысогорская, Ставропольский край",43.2768,44.1035
"Кудряшовский, Новосибирская область",82.7771,55.0907
"Ясенская, Краснодарский край",38.2725,46.3612
"Барсуковская, Ставропольский край",41.8145,44.7605
"Коржевский, Краснодарский край",37.7279,45.1969
"Новый, Удмуртия",54.0333,56.8139
"Красновишерск, Пермский край",57.072,60.405
"Абрамовка, Воронежская область",41.0156,51.1883
"Хохряки, Удмуртия",53.3224,56.9155
"Ольгинская, Ростовская область",39.9524,47.1864
"Нины, Ставропольский край",43.9408,44.4868
"Березово, Ханты-Мансийский АО",65.0479,63.9365
"Казанская, Краснодарский край",40.4267,45.4111
"Нефтегорск, Краснодарский край",39.7099,44.3666
"Ленина, Краснодарский край",39.2014,45.0197
"Александров Гай, Саратовская область",48.5495,50.1438
"Мулино, Нижегородская область",42.956,56.3096
"Развильное, Ростовская область",41.2964,46.2386
"Усть-Калманка, Алтайский край",83.3182,52.135
"Агой, Краснодарский край",39.0287,44.1405
"Пешково, Ростовская область",39.3877,47.0135
"Гремячье, Воронежская область",39.0138,51.4705
"Чернышковский, Волгоградская область",42.2248,48.4151
"Билимбай, Свердловская область",59.823,56.965
"Кропачево, Челябинская область",57.9833,55.0123
"Базарные Матаки, Татарстан",49.9304,54.9031
"Степное Озеро, Алтайский край",79.8494,52.7811
"Архангельская, Краснодарский край",40.2681,45.6805
"Солонешное, Алтайский край",84.3245,51.6599
"Киевское, Краснодарский край",37.8846,45.0243
"Нижний Мамон, Воронежская область",40.5064,50.2036
"Лесная Поляна, Ярославская область",39.8942,57.6867
"Исаклы, Самарская область",51.5445,54.1308
"Ревякино, Тульская область",37.6502,54.3657
"Разумное, Белгородская область",36.6913,50.5374
"Федоровка, Башкортостан",55.1874,53.1743
"Старая Полтавка, Волгоградская область",46.4814,50.482
"Волчиха, Алтайский край",80.3316,52.0177
"Петропавловка, Воронежская область",40.8784,50.0832
"Усть-Кишерть, Пермский край",57.2444,57.3647
"Нижний Кисляй, Воронежская область",40.1725,50.8533
"Покойное, Ставропольский край",44.2576,44.8109
"Богучаны, Красноярский край",97.4548,58.3777
"Ис, Свердловская область",59.7181,58.7984
"Хворостянка, Самарская область",48.966,52.6052
"Раевская, Краснодарский край",37.546,44.831
"Товарковский, Тульская область",38.208,53.6804
"Этока, Ставропольский край",43.0171,43.9185
"Донское, Калининградская область",19.965,54.9354
"Русское, Ставропольский край",44.569,43.8298
"Янтарный, Калининградская область",19.9426,54.8704
"Курманаевка, Оренбургская область",52.0688,52.5167
"Винсады, Ставропольский край",42.9641,44.0823
"Чунояр, Красноярский край",97.358,57.4492
"Усть-Тарка, Новосибирская область",75.7029,55.5747
"Александровская, Краснодарский край",39.0665,46.2151
"Большие Уки, Омская область",72.6327,56.9509
"Красногорское, Удмуртия",52.4918,57.7047
"Зюкайка, Пермский край",54.7073,58.2085
"Персиановский, Ростовская область",40.1107,47.5156
"Заветное, Ставропольский край",41.6009,44.7522
"Александрия, Ставропольский край",43.2415,45.0918
"Верх-Тула, Новосибирская область",82.7713,54.8814
"Сургут, Самарская область",51.1919,53.9198
"Большеустьикинское, Башкортостан",58.2669,55.9387
"Илек, Оренбургская область",53.3899,51.5258
"Красюковская, Ростовская область",40.0848,47.5264
"Величаевское, Ставропольский край",45.1396,44.9447
"Северное, Ставропольский край",42.8535,44.8278
"Николо-Березовка, Башкортостан",54.1678,56.1262
"Придонский, Воронежская область",39.0833,51.6833
"Лобва, Свердловская область",60.4906,59.1803
"Шемордан, Татарстан",50.399,56.1897
"Джигинка, Краснодарский край",37.3425,45.1329
"Привольная, Краснодарский край",38.6889,46.1398
"Ждановский, Нижегородская область",44.0995,56.2101
"Афонино, Нижегородская область",44.0906,56.2632
"Мингрельская, Краснодарский край",38.3386,45.0201
"Исток, Свердловская область",60.8874,56.7815
"Тумботино, Нижегородская область",43.0186,55.9992
"Усолье, Самарская область",49.0596,53.3929
"Гайдук, Краснодарский край",37.6839,44.7817
"Огаревка, Тульская область",37.5609,53.9195
"Калманка, Алтайский край",83.5334,52.8926
"Калтасы, Башкортостан",54.8088,55.9703
"Новолабинская, Краснодарский край",39.8984,45.1106
"Глубокий, Краснодарский край",41.0219,44.9453
"Памяти 13 Борцов, Красноярский край",92.3245,56.2097
"Матвеевка, Оренбургская область",53.4785,53.5046
"Краснохолм, Оренбургская область",54.1585,51.597
"Трудармейский, Кемеровская область",86.4107,54.1322
"Золотково, Владимирская область",41.1014,55.5306
"Подтесово, Красноярский край",92.1067,58.5943
"Кочево, Пермский край",54.331,59.6186
"Елань-Колено, Воронежская область",41.1593,51.165
"Любим, Ярославская область",40.6846,58.3606
"Новорождественская, Краснодарский край",39.9504,45.8706
"Бехтеевка, Белгородская область",37.2165,50.8066
"Междуреченск, Самарская область",49.132,53.2684
"Зайково, Свердловская область",62.7496,57.5464
"Рождествено, Самарская область",50.0497,53.2307
"Кедровка, Кемеровская область",87.5093,53.833
"Вахтан, Нижегородская область",46.6879,57.961
"Воробьевка, Воронежская область",40.9548,50.6466
"Улу-Теляк, Башкортостан",56.9765,54.9144
"Серноводск, Самарская область",51.2578,53.9257
"Пелым, Свердловская область",61.9767,61.0503
"Колтубановский, Оренбургская область",52.0319,52.9415
"Большая Атня, Татарстан",49.4491,56.2493
"Перелешинский, Воронежская область",40.1349,51.7386
"Магистральный, Иркутская область",107.4333,56.1667
"Отрадо-Кубанское, Краснодарский край",40.8364,45.2437
"Удобная, Краснодарский край",41.5683,44.2148
"Мечетинская, Ростовская область",40.4504,46.7655
"Бурла, Алтайский край",78.3407,53.3348
"Горняцкий, Ростовская область",40.9506,48.2898
"Успенка, Тюменская область",65.066,57.0748
"Новоегорьевское, Алтайский край",80.8945,51.7589
"Калинин, Ростовская область",39.5164,47.2456
"Татарская Каргала, Оренбургская область",55.1826,51.9478
"Семилетка, Башкортостан",54.614,55.3588
"Старосубхангулово, Башкортостан",57.4315,53.107
"Бекешевская, Ставропольский край",42.432,44.1136
"Локомотивный, Челябинская область",60.5833,53.0167
"Челбасская, Краснодарский край",39.3668,45.9774
"Незлобная, Ставропольский край",43.4017,44.1202
"Тинской, Красноярский край",96.9219,56.1468
"Гайны, Пермский край",54.3034,60.3278
"Станционно-Ояшинский, Новосибирская область",83.8213,55.4661
"Уршельский, Владимирская область",40.2178,55.6769
"Ветлужский, Нижегородская область",45.118,57.1691
"Губская, Краснодарский край",40.6203,44.3205
"Новощербиновская, Краснодарский край",38.6397,46.4741
"Старобачаты, Кемеровская область",86.2094,54.2408
"Подгородняя Покровка, Оренбургская область",54.987,51.8352
"Сандата, Ростовская область",41.7569,46.2776
"Горное Лоо, Краснодарский край",39.6075,43.7167
"Дмитриевское, Ставропольский край",41.878,45.8198
"Глебовка, Краснодарский край",39.9923,46.6398
"Гирей, Краснодарский край",40.6625,45.4028
"Коноково, Краснодарский край",41.3253,44.8628
"Комсомолец, Ставропольский край",43.5649,44.0176
"Кедровый, Красноярский край",91.5443,56.2798
"Грахово, Удмуртия",51.9645,56.0415
"Посевная, Новосибирская область",83.3255,54.299
"Приупский, Тульская область",37.7359,53.9085
"Курья, Алтайский край",82.2976,51.605
"Партизанское, Красноярский край",94.4033,55.5039
"Алексеевка, Башкортостан",55.9933,54.8316
"Мелехово, Владимирская область",41.3094,56.2567
"Лямино, Пермский край",57.1856,58.2742
"Новая Таволжанка, Белгородская область",36.8272,50.3531
"Стрелица, Воронежская область",38.9053,51.6064
"Советская, Краснодарский край",41.1764,44.7749
"Тайтурка, Иркутская область",103.4569,52.8648
"Армизонское, Тюменская область",67.6859,55.944
"Терновская, Краснодарский край",40.4157,45.8491
"Никольское, Воронежская область",39.7561,51.6838
"Жигалово, Иркутская область",105.1572,54.8138
"Северное, Оренбургская область",52.5374,54.0928
"Кыштовка, Новосибирская область",76.6461,56.5465
"Кузедеево, Кемеровская область",87.1628,53.33
"Нижний Чир, Волгоградская область",43.0842,48.3756
"Черемное, Алтайский край",83.2142,53.1697
"Павловский, Пермский край",54.8398,57.839
"Лузино, Омская область",73.0393,54.9452
"Железнодорожный, Иркутская область",102.7974,57.9017
"Столбище, Татарстан",49.22,55.6471
"Приморка, Ростовская область",39.0522,47.2793
"Нижняя Омка, Омская область",74.9386,55.4331
"Архангельское, Ставропольский край",44.088,44.6067
"Линево, Волгоградская область",44.826,50.8861
"Подгорная, Ставропольский край",43.4274,44.2006
"Мстера, Владимирская область",41.9212,56.3743
"Спиридоновка, Самарская область",50.6467,53.0931
"Колосовка, Омская область",73.6044,56.4699
"Новобелокатай, Башкортостан",58.9602,55.7053
"Большие Чапурники, Волгоградская область",44.5836,48.4177
"Городище, Белгородская область",38.0682,51.1325
"Туношна, Ярославская область",40.1703,57.5623
"Пригородный, Оренбургская область",55.2772,51.7667
"Шамары, Свердловская область",58.2236,57.3458
"Пировское, Красноярский край",92.2815,57.6127
"Волга, Ярославская область",38.3885,57.9499
"Мухтолово, Нижегородская область",43.1817,55.4634
"Адагум, Краснодарский край",37.7216,45.0957
"Соколово, Алтайский край",84.7814,52.5315
"Баговская, Краснодарский край",40.6122,44.1737
"Большие Салы, Ростовская область",39.6821,47.3914
"Ахтанизовская, Краснодарский край",37.1046,45.3208
"Верхнебаканский, Краснодарский край",37.6683,44.8425
"Эдиссия, Ставропольский край",44.5498,44.0427
"Бершеть, Пермский край",56.3725,57.7297
"Углянец, Воронежская область",39.5913,51.8209
"Головино, Владимирская область",40.4418,55.9496
"Бутка, Свердловская область",63.7958,56.7244
"Орловка, Ставропольский край",44.1786,44.6972
"Успенская, Краснодарский край",41.064,45.7684
"Новоселово, Красноярский край",90.9814,55.0123
"Надежда, Ставропольский край",42.1195,45.0507
"Барышево, Новосибирская область",83.1788,54.9564
"Итатский, Кемеровская область",89.0001,56.0711
"Вознесенская, Краснодарский край",41.035,44.5483
"Стародубское, Ставропольский край",44.0196,44.5685
"Улькан, Иркутская область",107.8,55.9
"Артышта, Кемеровская область",86.2753,54.12
"Новохоперский, Воронежская область",41.6226,51.1013
"Бобровка, Челябинская область",61.7492,54.0473
"Чермоз, Пермский край",56.1498,58.7857
"Щелкун, Свердловская область",60.9498,56.3018
"Куяново, Башкортостан",54.5352,55.8055
"Тонкино, Нижегородская область",46.455,57.37
"Михайловка, Башкортостан",55.8919,54.8119
"Быстрый Исток, Алтайский край",84.3823,52.3699
"Новобессергеневка, Ростовская область",38.8452,47.1847
"Бурмакино, Ярославская область",40.3149,57.4342
"Айша, Татарстан",48.6303,55.8728
"Баган, Новосибирская область",77.6794,54.0984
"Маслянино, Новосибирская область",84.2098,54.3453
"Прасковея, Ставропольский край",44.201,44.735
"Оса, Иркутская область",103.881,53.3854
"Лукино, Нижегородская область",43.6313,56.4388
"Павловка, Башкортостан",56.561,55.4216
"Нижний Ингаш, Красноярский край",96.5251,56.1937
"Карабаш, Татарстан",52.5814,54.693
"Кама, Удмуртия",53.0533,57.8148
"Передовая, Краснодарский край",41.4724,44.1191
"Новонукутский, Иркутская область",102.6984,53.7015
"Плеханово, Тульская область",37.5678,54.244
"Григорьевская, Краснодарский край",38.8334,44.771
"Тюбук, Челябинская область",60.9371,56.0586
"Землянск, Воронежская область",38.7237,51.9014
"Красногорский, Кемеровская область",86.2876,54.5449
"Балахоновское, Ставропольский край",41.7783,44.7794
"Тайжина, Кемеровская область",87.4389,53.673
"Шварцевский, Тульская область",37.9915,54.0914
"Красноярский, Оренбургская область",59.9027,51.966
"Березовый, Краснодарский край",38.9952,45.1499
"Покровское, Свердловская область",61.6906,57.3579
"Новоалексеевская, Краснодарский край",40.9171,44.8239
"Толмачево, Новосибирская область",82.7374,54.9789
"Солуно-Дмитриевское, Ставропольский край",42.7304,44.4086
"Новосинеглазовский, Челябинская область",61.3835,55.0401
"Староалейское, Алтайский край",81.9963,51.0175
"Темясово, Башкортостан",58.1243,52.9851
"Киренск, Иркутская область",108.1241,57.7746
"Каясула, Ставропольский край",44.9943,44.3239
"Дмитриевская, Краснодарский край",40.7667,45.6593
"Сотниковское, Ставропольский край",43.7825,45.0031
"Екатериновка, Краснодарский край",38.758,46.6953
"Константиновская, Ставропольский край",43.1594,44.0469
"Центральный, Нижегородская область",42.7955,56.2954
"Ярково, Новосибирская область",82.601,54.8096
"Сентябрьский, Ханты-Мансийский АО",72.1964,60.4931
"Горячеводский, Ставропольский край",43.1007,44.0289
"Константиновская, Краснодарский край",40.7248,44.8348
"Двубратский, Краснодарский край",39.7949,45.2688
"Пятницкое, Белгородская область",37.8305,50.4214
"Лесогорск, Иркутская область",99.5239,56.0458
"Заплавное, Волгоградская область",45.0191,48.7045
"Знаменское, Омская область",73.8981,57.1219
"Варнавино, Нижегородская область",45.0871,57.3987
"Тогул, Алтайский край",85.9098,53.4621
"Петрокаменское, Свердловская область",60.6397,57.7122
"Нижняя Мактама, Татарстан",52.4224,54.8603
"Георгиевка, Самарская область",50.9911,53.2693
"Синявское, Ростовская область",39.2856,47.2767
"Выездное, Нижегородская область",43.7855,55.3784
"Красноармейский, Ростовская область",42.2104,47.0064
"Незамаевская, Краснодарский край",40.2745,46.1643
"Стрелка, Краснодарский край",37.2885,45.2077
"Угловское, Алтайский край",80.2022,51.3536
"Новоселезнево, Тюменская область",69.1992,55.6674
"Темиртау, Кемеровская область",87.4524,53.1397
"Пожва, Пермский край",56.0783,59.0865
"Горный Щит, Свердловская область",60.5139,56.6854
"Горбатов, Нижегородская область",43.073,56.1277
"Рассвет, Красноярский край",91.4778,57.0039
"Дубки, Ярославская область",39.7429,57.5296
"Махнево, Свердловская область",61.7317,58.455
"Верх-Катунское, Алтайский край",85.4232,52.4507
"Быстрогорский, Ростовская область",41.1463,48.2048
"Бешпагир, Ставропольский край",42.373,45.0232
"Подкумок, Ставропольский край",42.7704,43.9664
"Высоцкое, Ставропольский край",42.9022,45.021
"Червишево, Тюменская область",65.4266,56.9419
"Темижбекский, Ставропольский край",41.0346,45.4444
"Мишелевка, Иркутская область",104.5,52.85
"Чекалин, Тульская область",36.2468,54.0924
"Копанская, Краснодарский край",38.4771,46.2774
"Новобейсугская, Краснодарский край",39.8789,45.4744
"Староджерелиевская, Краснодарский край",38.3023,45.4833
"Магнитка, Челябинская область",59.6818,55.3377
"Сатис, Нижегородская область",43.2293,54.9255
"Ныроб, Пермский край",56.724,60.7413
"Всеволодо-Вильва, Пермский край",57.4405,59.2184
"Панкрушиха, Алтайский край",80.3475,53.8218
"Соколовское, Краснодарский край",40.671,45.259
"Новозаведенное, Ставропольский край",43.637,44.2643
"Тищенское, Ставропольский край",41.664,45.4545
"Тюменцево, Алтайский край",81.4954,53.3202
"Тюхтет, Красноярский край",89.3167,56.5322
"Старопавловская, Ставропольский край",43.6387,43.8427
"Перелешино, Воронежская область",40.1349,51.7386
"Береза, Самарская область",50.1568,53.5088
"Южный, Алтайский край",83.6931,53.2537
"Барсуки, Тульская область",37.502,54.2457
"Комсомольский, Пермский край",56.2486,58.0009
"Сокур, Новосибирская область",83.3206,55.2147
"Приволжский, Саратовская область",46.0578,51.4165
"Воронцовка, Воронежская область",40.3234,50.597
"Новомалороссийская, Краснодарский край",39.8952,45.6353
"Преградное, Ставропольский край",41.7474,45.8209
"Локосово, Ханты-Мансийский АО",74.8553,61.1314
"Нежинский, Ставропольский край",42.6756,43.9326
"Александровка, Ростовская область",38.9933,46.7852
"Приморск, Калининградская область",20.0035,54.734
"Ташара, Новосибирская область",83.4994,55.5161
"Виля, Нижегородская область",42.2052,55.2571
"Межевой, Челябинская область",58.7926,55.1663
"Сомово, Воронежская область",38.8,51.9403
"Воля, Воронежская область",39.5145,51.7561
"Орел-Изумруд, Краснодарский край",39.9266,43.4624
"Тыреть 1-я, Иркутская область",102.3,53.6667
"Марьинская, Ставропольский край",43.4842,43.8827
"Юрты, Иркутская область",97.6316,56.0488
"Дракино, Воронежская область",39.3988,51.1374
"Барсово, Ханты-Мансийский АО",73.1881,61.2531
"Сухобезводное, Нижегородская область",44.8981,57.0474
"Северо-Енисейский, Красноярский край",93.0464,60.3735
"Гусевский, Владимирская область",40.5594,55.6617
"Андрюки, Краснодарский край",40.8341,44.1219
"Курьи, Свердловская область",62.1197,56.9191
"Гари, Свердловская область",62.3556,59.4283
"Довольное, Новосибирская область",79.6833,54.4933
"Орлово, Воронежская область",39.5866,51.7538
"Новобирилюссы, Красноярский край",90.685,56.9586
"Белогорск, Кемеровская область",88.4666,55.0121
"Кваркено, Оренбургская область",59.7309,52.0812
"Высокий, Ханты-Мансийский АО",75.975,61.16
"Овсянка, Красноярский край",92.5796,55.9563
"Чаны, Новосибирская область",76.7761,55.3135
"Казачинское, Красноярский край",93.2754,57.6952
"Убинское, Новосибирская область",79.6828,55.3025
"Октябрьский, Иркутская область",99.4333,56.8333
"Михайловская, Краснодарский край",40.5987,44.9916
"Николаевка, Ростовская область",38.8341,47.3039
"Байкит, Красноярский край",96.3806,61.6834
"Николаевская, Ростовская область",41.4996,47.6103
"Подгорное, Воронежская область",41.195,50.4597
"Майский, Пермский край",55.3417,58.0608
